"OriginalPath","OriginalName","NewName","NewPath","Directory","Status","Error","Timestamp","Reason"
"D:\DigiFloat\LawChronicle\references\gui\ai_date_extractor.py","ai_date_extractor.py","ai-date-extractor.py","D:\DigiFloat\LawChronicle\references\gui\ai-date-extractor.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\config_grouped_db_creator.json","config_grouped_db_creator.json","config-grouped-db-creator.json","D:\DigiFloat\LawChronicle\references\gui\config-grouped-db-creator.json","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\config_intelligent_grouping.json","config_intelligent_grouping.json","config-intelligent-grouping.json","D:\DigiFloat\LawChronicle\references\gui\config-intelligent-grouping.json","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\config_section_splitting.json","config_section_splitting.json","config-section-splitting.json","D:\DigiFloat\LawChronicle\references\gui\config-section-splitting.json","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\config_section_versioning.json","config_section_versioning.json","config-section-versioning.json","D:\DigiFloat\LawChronicle\references\gui\config-section-versioning.json","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\config_statute_grouping.json","config_statute_grouping.json","config-statute-grouping.json","D:\DigiFloat\LawChronicle\references\gui\config-statute-grouping.json","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\config_statute_versioning.json","config_statute_versioning.json","config-statute-versioning.json","D:\DigiFloat\LawChronicle\references\gui\config-statute-versioning.json","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\constitutional_amendment_detector_gui.py","constitutional_amendment_detector_gui.py","constitutional-amendment-detector-gui.py","D:\DigiFloat\LawChronicle\references\gui\constitutional-amendment-detector-gui.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\fill_dates_grouped_batches_gui.py","fill_dates_grouped_batches_gui.py","fill-dates-grouped-batches-gui.py","D:\DigiFloat\LawChronicle\references\gui\fill-dates-grouped-batches-gui.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\grouped_db_creator_gui.py","grouped_db_creator_gui.py","grouped-db-creator-gui.py","D:\DigiFloat\LawChronicle\references\gui\grouped-db-creator-gui.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\intelligent_grouping_gui.py","intelligent_grouping_gui.py","intelligent-grouping-gui.py","D:\DigiFloat\LawChronicle\references\gui\intelligent-grouping-gui.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\intelligent_preprocessor.py","intelligent_preprocessor.py","intelligent-preprocessor.py","D:\DigiFloat\LawChronicle\references\gui\intelligent-preprocessor.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\launch_intelligent_grouping.py","launch_intelligent_grouping.py","launch-intelligent-grouping.py","D:\DigiFloat\LawChronicle\references\gui\launch-intelligent-grouping.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\missing_dates_gui_tkinter.py","missing_dates_gui_tkinter.py","missing-dates-gui-tkinter.py","D:\DigiFloat\LawChronicle\references\gui\missing-dates-gui-tkinter.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\pipeline_diagram.py","pipeline_diagram.py","pipeline-diagram.py","D:\DigiFloat\LawChronicle\references\gui\pipeline-diagram.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\section_splitting_gui.py","section_splitting_gui.py","section-splitting-gui.py","D:\DigiFloat\LawChronicle\references\gui\section-splitting-gui.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\section_versioning_gui.py","section_versioning_gui.py","section-versioning-gui.py","D:\DigiFloat\LawChronicle\references\gui\section-versioning-gui.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\statute_explorer.py","statute_explorer.py","statute-explorer.py","D:\DigiFloat\LawChronicle\references\gui\statute-explorer.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\statute_explorer_simple.py","statute_explorer_simple.py","statute-explorer-simple.py","D:\DigiFloat\LawChronicle\references\gui\statute-explorer-simple.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\statute_explorer_versioned.py","statute_explorer_versioned.py","statute-explorer-versioned.py","D:\DigiFloat\LawChronicle\references\gui\statute-explorer-versioned.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\statute_grouping_gui.py","statute_grouping_gui.py","statute-grouping-gui.py","D:\DigiFloat\LawChronicle\references\gui\statute-grouping-gui.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\statute_versioning_gui.py","statute_versioning_gui.py","statute-versioning-gui.py","D:\DigiFloat\LawChronicle\references\gui\statute-versioning-gui.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\gui\test_gpt_connection.py","test_gpt_connection.py","test-gpt-connection.py","D:\DigiFloat\LawChronicle\references\gui\test-gpt-connection.py","D:\DigiFloat\LawChronicle\references\gui","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\db_connection.py","db_connection.py","db-connection.py","D:\DigiFloat\LawChronicle\references\utils\db-connection.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\delete_dbs.py","delete_dbs.py","delete-dbs.py","D:\DigiFloat\LawChronicle\references\utils\delete-dbs.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\gpt_async.py","gpt_async.py","gpt-async.py","D:\DigiFloat\LawChronicle\references\utils\gpt-async.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\gpt_batcher.py","gpt_batcher.py","gpt-batcher.py","D:\DigiFloat\LawChronicle\references\utils\gpt-batcher.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\gpt_cache.py","gpt_cache.py","gpt-cache.py","D:\DigiFloat\LawChronicle\references\utils\gpt-cache.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\gpt_fallbacks.py","gpt_fallbacks.py","gpt-fallbacks.py","D:\DigiFloat\LawChronicle\references\utils\gpt-fallbacks.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\gpt_monitor.py","gpt_monitor.py","gpt-monitor.py","D:\DigiFloat\LawChronicle\references\utils\gpt-monitor.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\gpt_prompt_optimizer.py","gpt_prompt_optimizer.py","gpt-prompt-optimizer.py","D:\DigiFloat\LawChronicle\references\utils\gpt-prompt-optimizer.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\gpt_rate_limiter.py","gpt_rate_limiter.py","gpt-rate-limiter.py","D:\DigiFloat\LawChronicle\references\utils\gpt-rate-limiter.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\metadata_helper.py","metadata_helper.py","metadata-helper.py","D:\DigiFloat\LawChronicle\references\utils\metadata-helper.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\phase_logger.py","phase_logger.py","phase-logger.py","D:\DigiFloat\LawChronicle\references\utils\phase-logger.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
"D:\DigiFloat\LawChronicle\references\utils\reorganize_files.py","reorganize_files.py","reorganize-files.py","D:\DigiFloat\LawChronicle\references\utils\reorganize-files.py","D:\DigiFloat\LawChronicle\references\utils","DRY_RUN","","2025-08-19 15:43:05","Would rename"
